age,work,fnlwgt,edu_num,relation,race,sex,cap_gain,cap_loss,hours,salary
26, Private,90980,11, Not-in-family, White, Female,0,0,55, <=50K
46, Self-emp-not-inc,177407,9, Husband, White, Male,0,0,50, <=50K
26, Private,96467,13, Not-in-family, White, Female,0,0,40, <=50K
48, State-gov,327886,16, Own-child, White, Male,0,0,50, >50K
34, Private,111567,9, Own-child, White, Male,0,0,40, <=50K
34, Local-gov,166545,9, Own-child, White, Female,0,0,40, <=50K
59, Private,142182,9, Husband, White, Male,0,0,40, >50K
34, Private,188798,13, Own-child, White, Female,0,0,40, <=50K
49, Private,38563,13, Not-in-family, White, Female,0,0,56, >50K
18, Private,216284,7, Own-child, White, Female,0,0,20, <=50K
43, Private,191547,9, Husband, White, Male,0,0,40, <=50K
48, Private,285335,7, Husband, White, Male,0,0,50, <=50K
28, Self-emp-inc,142712,10, Husband, White, Male,0,0,70, <=50K
33, Private,80945,9, Husband, White, Male,0,0,40, <=50K
24, Private,309055,10, Not-in-family, White, Female,0,0,15, <=50K
21, Private,62339,6, Not-in-family, White, Male,0,0,40, <=50K
17, Private,368700,7, Own-child, White, Male,0,0,28, <=50K
39, Private,176186,10, Husband, White, Male,0,0,50, >50K
29, Self-emp-not-inc,266855,13, Own-child, White, Male,0,0,40, <=50K
44, Private,48087,13, Husband, White, Male,0,0,40, >50K
24, Private,121313,10, Own-child, White, Male,0,0,50, <=50K
71, Self-emp-not-inc,143437,14, Husband, White, Male,10605,0,40, >50K
51, Self-emp-not-inc,160724,13, Husband, Asian-Pac-Islander, Male,0,2415,40, >50K
55, Private,282753,3, Unmarried, Black, Male,0,0,25, <=50K
41, Private,194636,13, Husband, White, Male,0,0,60, >50K
23, Private,153044,9, Unmarried, Black, Female,0,0,7, <=50K
38, Private,411797,11, Unmarried, White, Female,0,0,40, <=50K
39, Private,117683,9, Husband, White, Male,0,0,40, >50K
19, Private,376540,9, Not-in-family, White, Female,0,0,30, <=50K
49, Private,72393,5, Not-in-family, White, Female,0,0,40, <=50K
32, Private,270335,13, Other-relative, White, Male,0,0,40, >50K
27, Private,96226,9, Husband, White, Male,0,0,70, <=50K
38, Private,95336,13, Husband, White, Male,0,0,50, >50K
33, Private,258498,10, Wife, White, Female,0,0,60, <=50K
63, ?,149698,10, Husband, White, Male,0,0,15, <=50K
23, Private,205865,13, Own-child, White, Male,0,0,28, <=50K
33, Self-emp-inc,155781,10, Husband, White, Male,0,0,60, <=50K
54, Self-emp-not-inc,406468,9, Husband, Black, Male,0,0,40, <=50K
29, Private,177119,11, Not-in-family, White, Female,2174,0,45, <=50K
48, ?,144397,10, Unmarried, Black, Female,0,0,30, <=50K
35, Self-emp-not-inc,372525,13, Not-in-family, White, Male,0,0,40, <=50K
28, Private,164170,11, Wife, Asian-Pac-Islander, Female,0,0,40, <=50K
37, Private,183800,13, Husband, White, Male,7688,0,50, >50K
42, Self-emp-not-inc,177307,15, Husband, White, Male,0,0,65, >50K
40, Private,170108,14, Husband, White, Male,0,0,40, <=50K
47, Private,341995,10, Own-child, White, Male,0,0,55, <=50K
22, Private,226508,13, Own-child, White, Female,0,0,50, <=50K
30, Private,87418,13, Husband, White, Male,0,0,45, >50K
28, Private,109165,9, Husband, White, Male,0,0,40, <=50K
63, Local-gov,28856,4, Husband, White, Male,0,0,55, <=50K
51, Self-emp-not-inc,175897,5, Husband, White, Male,0,0,20, <=50K
22, Private,99697,9, Own-child, White, Female,0,0,40, <=50K
27, ?,90270,12, Own-child, Amer-Indian-Eskimo, Male,0,0,40, <=50K
35, Private,152375,9, Not-in-family, White, Male,0,0,45, <=50K
46, Private,171550,9, Not-in-family, White, Female,0,0,38, <=50K
37, Private,211154,10, Not-in-family, White, Male,0,0,52, <=50K
24, Private,202570,13, Own-child, Black, Male,0,0,15, <=50K
37, Self-emp-not-inc,168496,9, Own-child, White, Male,0,0,10, <=50K
53, Private,68898,10, Husband, White, Male,0,0,40, <=50K
27, Private,93235,9, Not-in-family, White, Male,0,0,30, <=50K
38, Private,278924,10, Not-in-family, White, Male,0,0,44, <=50K
53, Self-emp-not-inc,311020,6, Husband, White, Male,0,0,60, <=50K
34, Private,175878,10, Not-in-family, White, Male,0,0,40, <=50K
23, Private,543028,9, Own-child, Black, Male,0,0,40, <=50K
39, Private,202027,13, Husband, White, Male,15024,0,45, >50K
43, Private,158926,14, Wife, Asian-Pac-Islander, Female,0,0,50, <=50K
67, Self-emp-inc,76860,9, Husband, Asian-Pac-Islander, Male,0,0,40, >50K
81, Self-emp-not-inc,136063,9, Husband, White, Male,0,0,30, <=50K
21, Private,186648,10, Own-child, White, Male,0,0,20, <=50K
23, Private,257509,10, Not-in-family, White, Male,0,0,25, <=50K
25, Private,98155,10, Unmarried, White, Male,0,0,40, <=50K
42, Private,274198,3, Wife, White, Female,0,0,38, <=50K
38, Private,97083,10, Wife, Black, Female,0,0,40, <=50K
64, ?,29825,9, Husband, White, Male,0,0,5, <=50K
32, Private,262153,9, Husband, White, Male,0,0,40, <=50K
37, Private,214738,9, Husband, White, Male,0,0,40, <=50K
51, Private,138022,14, Husband, White, Male,0,0,60, >50K
22, Private,91842,10, Not-in-family, White, Female,0,0,42, <=50K
33, Private,373662,2, Not-in-family, White, Female,0,0,40, <=50K
42, Private,162003,9, Not-in-family, White, Male,0,0,55, <=50K
19, ?,52114,10, Own-child, White, Female,0,0,10, <=50K
51, Local-gov,241843,1, Husband, White, Male,0,0,40, <=50K
23, Private,375871,9, Wife, White, Female,0,0,40, <=50K
37, Private,186934,7, Husband, White, Male,3103,0,44, >50K
37, Private,176900,9, Husband, White, Male,0,0,99, >50K
47, Private,21906,14, Not-in-family, White, Female,0,0,25, <=50K
41, Private,132222,15, Husband, White, Male,0,2415,40, >50K
33, Private,143653,9, Husband, White, Male,0,0,30, <=50K
31, Private,111567,13, Not-in-family, White, Male,0,0,40, >50K
31, Private,78602,12, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, <=50K
35, Private,465507,9, Husband, Black, Male,0,0,40, <=50K
38, Self-emp-inc,196373,9, Husband, White, Male,0,0,40, >50K
18, Private,293227,9, Not-in-family, White, Female,0,0,45, <=50K
20, Private,241752,9, Husband, White, Male,0,0,40, <=50K
54, Local-gov,166398,10, Unmarried, Black, Female,0,0,35, <=50K
40, Private,184682,10, Unmarried, White, Female,0,0,40, <=50K
36, Self-emp-inc,108293,13, Wife, White, Female,0,1977,45, >50K
43, Private,250802,10, Unmarried, White, Male,0,0,35, <=50K
44, Self-emp-not-inc,325159,10, Unmarried, White, Male,0,0,40, <=50K
44, State-gov,174675,9, Wife, White, Female,0,0,40, >50K
43, Private,227065,14, Husband, White, Male,0,0,43, >50K
51, Private,269080,4, Unmarried, Black, Female,0,0,40, <=50K
18, Private,177722,9, Own-child, White, Female,0,0,20, <=50K
51, Private,133461,10, Husband, White, Male,0,0,40, <=50K
41, Private,239683,6, Husband, White, Male,0,0,30, <=50K
44, Self-emp-inc,398473,10, Husband, White, Male,0,0,70, >50K
33, Local-gov,298785,6, Not-in-family, White, Male,0,0,40, <=50K
33, Self-emp-not-inc,123424,13, Husband, White, Male,0,0,40, >50K
42, Private,176286,12, Husband, White, Male,0,0,40, >50K
25, Private,150062,10, Husband, White, Male,0,0,45, <=50K
32, Private,169240,9, Not-in-family, White, Female,0,0,38, <=50K
32, Private,288273,13, Husband, White, Male,0,0,70, <=50K
36, Private,526968,6, Unmarried, White, Female,0,0,40, <=50K
28, Private,57066,9, Husband, White, Male,0,0,40, <=50K
20, Private,323573,9, Own-child, White, Female,0,0,20, <=50K
35, Self-emp-inc,368825,10, Husband, White, Male,0,0,60, >50K
55, Self-emp-not-inc,189721,9, Husband, White, Male,0,0,20, <=50K
48, Private,164966,13, Husband, Asian-Pac-Islander, Male,0,0,40, >50K
36, ?,94954,11, Not-in-family, White, Female,0,0,20, <=50K
34, Private,202046,9, Husband, White, Male,0,0,35, >50K
28, Private,161538,13, Not-in-family, White, Female,0,0,35, <=50K
67, Private,105252,13, Not-in-family, White, Male,0,2392,40, >50K
37, Private,200153,9, Husband, White, Male,0,0,40, <=50K
44, Private,32185,9, Unmarried, White, Male,0,0,70, <=50K
25, Private,178326,10, Not-in-family, White, Female,0,0,40, <=50K
21, Private,255957,10, Not-in-family, White, Female,4101,0,40, <=50K
40, State-gov,188693,14, Husband, White, Male,0,0,35, >50K
78, Private,182977,9, Not-in-family, Black, Female,2964,0,40, <=50K
34, Private,159929,9, Own-child, White, Male,0,0,40, <=50K
49, Private,123207,9, Not-in-family, White, Female,0,0,44, <=50K
22, Private,284317,12, Not-in-family, White, Female,0,0,40, <=50K
23, ?,184699,9, Unmarried, Black, Female,0,0,40, <=50K
60, Self-emp-not-inc,154474,9, Unmarried, White, Male,0,0,42, <=50K
45, Local-gov,318280,9, Not-in-family, White, Male,0,0,40, >50K
63, Private,254907,11, Not-in-family, White, Female,0,0,20, <=50K
41, Private,349221,9, Own-child, Black, Female,0,0,35, <=50K
47, Private,335973,9, Unmarried, White, Female,0,0,40, <=50K
44, Private,126701,9, Unmarried, White, Male,0,0,40, <=50K
51, Private,122159,10, Not-in-family, White, Female,3325,0,40, <=50K
46, Private,187370,13, Not-in-family, White, Male,0,1504,40, <=50K
41, Private,194636,11, Husband, White, Male,0,0,40, <=50K
50, Self-emp-not-inc,124793,9, Husband, White, Male,0,0,30, <=50K
47, Private,192835,9, Husband, White, Male,0,0,50, >50K
35, Private,290226,9, Not-in-family, White, Male,0,0,45, <=50K
56, Private,112840,9, Husband, White, Male,0,0,55, >50K
45, Private,89325,14, Not-in-family, White, Male,0,0,45, <=50K
48, Federal-gov,33109,13, Unmarried, White, Male,0,0,58, >50K
40, Private,82465,10, Husband, White, Male,2580,0,40, <=50K
39, Self-emp-inc,329980,13, Husband, White, Male,15024,0,50, >50K
